1     	0     	8.1763e-06	0.099602	0     
2     	0     	2.4374e-05	0.099205	0     
3     	0     	4.8443e-05	0.09881	0     
4     	0     	8.0231e-05	0.098417	0     
5     	0     	0.00011959	0.098026	0     
6     	0     	0.00016639	0.097637	0     
7     	1.8984	0.00022047	0.09725	0     
8     	3.6067	0.00028169	0.096864	0     
9     	5.143 	0.00034993	0.096481	0     
10    	6.5238	0.00042505	0.0961	0     
11    	7.7638	0.00050691	0.095721	0     
12    	8.8765	0.00059538	0.095345	0     
13    	9.8741	0.00069033	0.09497	0     
14    	10.768	0.00079165	0.094598	0     
15    	11.567	0.00089919	0.094229	0     
16    	12.281	0.0010129	0.093861	0     
17    	12.918	0.0011325	0.093496	0     
18    	13.486	0.001258	0.093134	0     
19    	13.99 	0.0013893	0.092774	0     
20    	14.438	0.0015263	0.092416	0     
21    	14.834	0.0016687	0.092062	0     
22    	15.184	0.0018166	0.091709	0     
23    	15.491	0.0019698	0.09136	0     
24    	15.761	0.0021282	0.091013	0     
25    	15.996	0.0022917	0.090668	0     
26    	16.2  	0.0024602	0.090327	0     
27    	16.376	0.0026336	0.089988	0     
28    	16.527	0.0028119	0.089652	0     
29    	16.655	0.0029948	0.089318	0     
30    	16.762	0.0031823	0.088988	0     
31    	16.851	0.0033743	0.08866	0     
32    	16.923	0.0035707	0.088335	0     
33    	16.979	0.0037715	0.088013	0     
34    	17.022	0.0039765	0.087695	0     
35    	17.053	0.0041856	0.087378	0     
36    	17.072	0.0043988	0.087065	0     
37    	17.081	0.004616	0.086755	0     
38    	17.082	0.0048371	0.086448	0     
39    	17.074	0.0050619	0.086144	0     
40    	17.059	0.0052905	0.085843	0     
41    	17.037	0.0055228	0.085545	0     
42    	17.009	0.0057586	0.08525	0     
43    	16.976	0.0059978	0.084958	0     
44    	16.939	0.0062405	0.08467	0     
45    	16.897	0.0064865	0.084384	0     
46    	16.851	0.0067358	0.084101	0     
47    	16.802	0.0069883	0.083822	0     
48    	16.749	0.0072438	0.083546	0     
49    	16.694	0.0075025	0.083273	0     
50    	16.637	0.007764	0.083003	0     
51    	16.577	0.0080285	0.082736	0     
52    	16.515	0.0082959	0.082473	0     
53    	16.452	0.0085659	0.082212	0     
54    	16.387	0.0088387	0.081955	0     
55    	16.321	0.0091142	0.081701	0     
56    	16.254	0.0093922	0.081451	0     
57    	16.186	0.0096727	0.081203	0     
58    	16.117	0.0099556	0.080959	0     
59    	16.047	0.010241	0.080718	0     
60    	15.976	0.010529	0.08048	0     
61    	15.905	0.010819	0.080246	0     
62    	15.833	0.011111	0.080015	0     
63    	15.761	0.011405	0.079787	0     
64    	15.689	0.011701	0.079562	0     
65    	15.617	0.012 	0.079341	0     
66    	15.544	0.0123	0.079123	0     
67    	15.471	0.012603	0.078908	0     
68    	15.398	0.012907	0.078696	0     
69    	15.325	0.013213	0.078488	0     
70    	15.252	0.013521	0.078283	0     
71    	15.179	0.01383	0.078081	0     
72    	15.107	0.014141	0.077883	0     
73    	15.034	0.014454	0.077688	0     
74    	14.961	0.014768	0.077496	0     
75    	14.889	0.015084	0.077308	0     
76    	14.816	0.015401	0.077122	0     
77    	14.744	0.01572	0.07694	0     
78    	14.672	0.01604	0.076762	0     
79    	14.6  	0.016361	0.076586	0     
80    	14.529	0.016684	0.076414	0     
81    	14.458	0.017008	0.076245	0     
82    	14.387	0.017333	0.076079	0     
83    	14.316	0.017659	0.075917	0     
84    	14.245	0.017986	0.075758	0     
85    	14.175	0.018315	0.075602	0     
86    	14.105	0.018644	0.075449	0     
87    	14.035	0.018974	0.0753	0     
88    	13.966	0.019305	0.075154	0     
89    	13.897	0.019637	0.075011	0     
90    	13.828	0.01997	0.074871	0     
91    	13.759	0.020303	0.074735	0     
92    	13.691	0.020638	0.074601	0     
93    	13.623	0.020972	0.074471	0     
94    	13.555	0.021308	0.074344	0     
95    	13.488	0.021644	0.07422	0     
96    	13.421	0.021981	0.0741	0     
97    	13.354	0.022318	0.073983	0     
98    	13.288	0.022656	0.073868	0     
99    	13.222	0.022994	0.073757	0     
100   	13.156	0.023333	0.073649	0     
101   	13.091	0.023672	0.073544	0     
102   	13.026	0.024011	0.073443	0     
103   	12.961	0.02435	0.073344	0     
104   	12.896	0.02469	0.073249	0     
105   	12.832	0.02503	0.073156	0     
106   	12.768	0.02537	0.073067	0     
107   	12.705	0.02571	0.072981	0     
108   	12.641	0.026051	0.072898	0     
109   	12.578	0.026391	0.072818	0     
110   	12.516	0.026731	0.07274	0     
111   	12.453	0.027072	0.072666	0     
112   	12.391	0.027412	0.072595	0     
113   	12.329	0.027752	0.072527	0     
114   	12.268	0.028092	0.072462	0     
115   	12.207	0.028432	0.0724	0     
116   	12.146	0.028771	0.072341	0     
117   	12.085	0.029111	0.072284	0     
118   	12.025	0.02945	0.072231	0     
119   	11.965	0.029788	0.072181	0     
120   	11.906	0.030126	0.072133	0     
121   	11.846	0.030464	0.072089	0     
122   	11.787	0.030802	0.072047	0     
123   	11.728	0.031139	0.072008	0     
124   	11.67 	0.031475	0.071972	0     
125   	11.612	0.031811	0.071938	0     
126   	11.554	0.032146	0.071908	0     
127   	11.496	0.03248	0.07188	0     
128   	11.439	0.032814	0.071855	0     
129   	11.382	0.033147	0.071833	0     
130   	11.325	0.03348	0.071814	0     
131   	11.269	0.033811	0.071797	0     
132   	11.212	0.034142	0.071783	0     
133   	11.156	0.034472	0.071772	0     
134   	11.101	0.034801	0.071763	0     
135   	11.045	0.035129	0.071757	0     
136   	10.99 	0.035456	0.071754	0     
137   	10.936	0.035782	0.071753	0     
138   	10.881	0.036107	0.071755	0     
139   	10.827	0.036431	0.071759	0     
140   	10.773	0.036754	0.071766	0     
141   	10.719	0.037076	0.071776	0     
142   	10.666	0.037396	0.071788	0     
143   	10.612	0.037716	0.071802	0     
144   	10.559	0.038034	0.071819	0     
145   	10.507	0.03835	0.071839	0     
146   	10.454	0.038666	0.071861	0     
147   	10.402	0.03898	0.071885	0     
148   	10.35 	0.039292	0.071912	0     
149   	10.299	0.039604	0.071941	0     
150   	10.247	0.039913	0.071972	0     
151   	10.196	0.040221	0.072006	0     
152   	10.145	0.040528	0.072042	0     
153   	10.095	0.040833	0.07208	0     
154   	10.044	0.041137	0.072121	0     
155   	9.9944	0.041438	0.072164	0     
156   	9.9446	0.041739	0.072209	0     
157   	9.895 	0.042037	0.072256	0     
158   	9.8456	0.042334	0.072306	0     
159   	9.7965	0.042628	0.072357	0     
160   	9.7476	0.042921	0.072411	0     
161   	9.699 	0.043213	0.072467	0     
162   	9.6506	0.043502	0.072525	0     
163   	9.6025	0.043789	0.072585	0     
164   	9.5546	0.044075	0.072647	0     
165   	9.507 	0.044358	0.072711	0     
166   	9.4596	0.044639	0.072777	0     
167   	9.4124	0.044919	0.072845	0     
168   	9.3654	0.045196	0.072915	0     
169   	9.3187	0.045471	0.072986	0     
170   	9.2722	0.045744	0.07306	0     
171   	9.226 	0.046015	0.073136	0     
172   	9.18  	0.046283	0.073213	0     
173   	9.1342	0.04655	0.073292	0     
174   	9.0886	0.046814	0.073373	0     
175   	9.0433	0.047075	0.073456	0     
176   	8.9982	0.047335	0.073541	0     
177   	8.9533	0.047592	0.073627	0     
178   	8.9087	0.047846	0.073715	0     
179   	8.8642	0.048099	0.073804	0     
180   	8.82  	0.048348	0.073895	0     
181   	8.776 	0.048595	0.073988	0     
182   	8.7323	0.04884	0.074083	0     
183   	8.6887	0.049082	0.074179	0     
184   	8.6454	0.049322	0.074276	0     
185   	8.6023	0.049559	0.074375	0     
186   	8.5594	0.049793	0.074476	0     
187   	8.5167	0.050025	0.074577	0     
188   	8.4742	0.050254	0.074681	0     
189   	8.4319	0.05048	0.074785	0     
190   	8.3899	0.050703	0.074891	0     
191   	8.348 	0.050924	0.074999	0     
192   	8.3064	0.051142	0.075108	0     
193   	8.265 	0.051357	0.075218	0     
194   	8.2237	0.05157	0.075329	0     
195   	8.1827	0.051779	0.075441	0     
196   	8.1419	0.051985	0.075555	0     
197   	8.1013	0.052189	0.07567	0     
198   	8.0609	0.05239	0.075786	0     
199   	8.0207	0.052588	0.075903	0     
200   	7.9807	0.052782	0.076021	0     
201   	7.9409	0.052974	0.07614	0     
202   	7.9013	0.053163	0.076261	0     
203   	7.8619	0.053348	0.076382	0     
204   	7.8227	0.053531	0.076504	0     
205   	7.7837	0.053711	0.076627	0     
206   	7.7448	0.053887	0.076751	0     
207   	7.7062	0.05406	0.076876	0     
208   	7.6678	0.054231	0.077002	0     
209   	7.6295	0.054398	0.077129	0     
210   	7.5915	0.054562	0.077256	0     
211   	7.5536	0.054722	0.077384	0     
212   	7.5159	0.05488	0.077513	0     
213   	7.4785	0.055034	0.077643	0     
214   	7.4412	0.055185	0.077774	0     
215   	7.404 	0.055333	0.077905	0     
216   	7.3671	0.055478	0.078036	0     
217   	7.3304	0.055619	0.078169	0     
218   	7.2938	0.055757	0.078301	0     
219   	7.2574	0.055892	0.078435	0     
220   	7.2212	0.056023	0.078569	0     
221   	7.1852	0.056152	0.078703	0     
222   	7.1494	0.056276	0.078838	0     
223   	7.1137	0.056398	0.078973	2.913e-17
224   	7.0782	0.056516	0.079109	0.0059654
225   	7.0429	0.056631	0.079245	0.011915
226   	7.0078	0.056743	0.079381	0.017851
227   	6.9729	0.056851	0.079518	0.023772
228   	6.9381	0.056956	0.079655	0.029679
