1     	0     	5e-05 	0.010825	0     	1.0595e-09
2     	0     	5e-05 	0.011725	8.1585e-06	1.7664e-09
3     	0     	5e-05 	0.011708	1.6301e-05	4.952e-09
4     	0     	5e-05 	0.01169	2.4426e-05	7.775e-09
5     	0     	5e-05 	0.011673	3.2536e-05	9.8772e-09
6     	0     	5e-05 	0.011657	4.0629e-05	1.1527e-08
7     	0     	5e-05 	0.01164	4.8706e-05	1.2883e-08
8     	0     	5e-05 	0.011624	5.6767e-05	1.4021e-08
9     	0     	5e-05 	0.011609	6.4811e-05	1.4991e-08
10    	0     	5e-05 	0.011593	7.284e-05	1.5824e-08
11    	0     	5e-05 	0.011578	8.0852e-05	1.6547e-08
12    	0     	5e-05 	0.011564	8.8848e-05	1.7179e-08
13    	0     	5e-05 	0.011549	9.6829e-05	1.7734e-08
14    	0     	5e-05 	0.011535	0.00010479	1.8224e-08
15    	0     	5e-05 	0.011521	0.00011274	1.8659e-08
16    	0     	5e-05 	0.011507	0.00012067	1.9047e-08
17    	0     	5e-05 	0.011494	0.00012859	1.9394e-08
18    	0     	5e-05 	0.011481	0.00013649	1.9707e-08
19    	0     	5e-05 	0.011468	0.00014437	1.999e-08
20    	0     	5e-05 	0.011456	0.00015224	2.0246e-08
21    	0     	5e-05 	0.011443	0.0001601	2.048e-08
22    	0     	5e-05 	0.011431	0.00016793	2.0694e-08
23    	0     	5e-05 	0.011419	0.00017576	2.0891e-08
24    	0     	5e-05 	0.011408	0.00018356	2.1073e-08
25    	0     	5e-05 	0.011396	0.00019135	2.1242e-08
26    	0     	5e-05 	0.011385	0.00019913	2.14e-08
27    	0     	5e-05 	0.011374	0.00020689	2.1549e-08
28    	0     	5e-05 	0.011363	0.00021463	2.169e-08
29    	0     	5e-05 	0.011353	0.00022236	2.1824e-08
30    	0     	5e-05 	0.011343	0.00023007	2.1953e-08
31    	0     	5e-05 	0.011333	0.00023777	2.2077e-08
32    	0     	5e-05 	0.011323	0.00024545	2.2197e-08
33    	0     	5e-05 	0.011313	0.00025311	2.2314e-08
34    	0     	5e-05 	0.011303	0.00026076	2.2429e-08
35    	0     	5e-05 	0.011294	0.0002684	2.2542e-08
36    	0     	5e-05 	0.011285	0.00027602	2.2655e-08
37    	0     	5e-05 	0.011276	0.00028362	2.2767e-08
38    	0     	5e-05 	0.011267	0.00029121	2.2878e-08
39    	0     	5e-05 	0.011259	0.00029879	2.2991e-08
40    	0     	5e-05 	0.01125	0.00030635	2.3103e-08
41    	0     	5e-05 	0.011242	0.00031389	2.3217e-08
42    	0     	5e-05 	0.011234	0.00032142	2.3332e-08
43    	0     	5e-05 	0.011226	0.00032893	2.3448e-08
44    	0     	5e-05 	0.011218	0.00033643	2.3566e-08
45    	0     	5e-05 	0.01121	0.00034392	2.3686e-08
46    	0     	5e-05 	0.011203	0.00035138	2.3807e-08
47    	0     	5e-05 	0.011195	0.00035884	2.393e-08
48    	0     	5e-05 	0.011188	0.00036628	2.4055e-08
49    	0     	5e-05 	0.011181	0.0003737	2.4182e-08
50    	0     	5e-05 	0.011174	0.00038111	2.4311e-08
51    	0     	5e-05 	0.011167	0.0003885	2.4442e-08
52    	0     	5e-05 	0.011161	0.00039588	2.4574e-08
53    	0     	5e-05 	0.011154	0.00040325	2.4709e-08
54    	0     	5e-05 	0.011148	0.0004106	2.4845e-08
55    	0     	5e-05 	0.011141	0.00041793	2.4982e-08
56    	0     	5e-05 	0.011135	0.00042525	2.5121e-08
57    	0     	5e-05 	0.011129	0.00043256	2.5262e-08
