Graph addvar/addexpr lines
1 1001
x soma_ref.o(0).sec.cai(0.5)
0	5e-05
1	4.98704e-05
2	5.01339e-05
3	5.02945e-05
4	5.04246e-05
5	5.05403e-05
6	5.06497e-05
7	5.07567e-05
8	5.08635e-05
9	5.0971e-05
10	5.10797e-05
11	5.11898e-05
12	5.13014e-05
13	5.14146e-05
14	5.15294e-05
15	5.16458e-05
16	5.17637e-05
17	5.18832e-05
18	5.20042e-05
19	5.21267e-05
20	5.22507e-05
21	5.23762e-05
22	5.25032e-05
23	5.26316e-05
24	5.27616e-05
25	5.2893e-05
26	5.30259e-05
27	5.31603e-05
28	5.32962e-05
29	5.34335e-05
30	5.35724e-05
31	5.37127e-05
32	5.38545e-05
33	5.39979e-05
34	5.41427e-05
35	5.42891e-05
36	5.4437e-05
37	5.45864e-05
38	5.47375e-05
39	5.489e-05
40	5.50442e-05
41	5.51999e-05
42	5.53573e-05
43	5.55163e-05
44	5.56769e-05
45	5.58392e-05
46	5.60031e-05
47	5.61688e-05
48	5.63361e-05
49	5.65052e-05
50	5.66761e-05
51	5.68487e-05
52	5.70231e-05
53	5.71993e-05
54	5.73773e-05
55	5.75572e-05
56	5.7739e-05
57	5.79227e-05
58	5.81083e-05
59	5.82959e-05
60	5.84854e-05
61	5.8677e-05
62	5.88706e-05
63	5.90663e-05
64	5.92641e-05
65	5.94641e-05
66	5.96661e-05
67	5.98704e-05
68	6.00769e-05
69	6.02857e-05
70	6.04968e-05
71	6.07102e-05
72	6.0926e-05
73	6.11442e-05
74	6.13648e-05
75	6.15879e-05
76	6.18136e-05
77	6.20418e-05
78	6.22727e-05
79	6.25062e-05
80	6.27424e-05
81	6.29814e-05
82	6.32232e-05
83	6.34678e-05
84	6.37154e-05
85	6.39659e-05
86	6.42194e-05
87	6.4476e-05
88	6.47357e-05
89	6.49985e-05
90	6.52647e-05
91	6.55341e-05
92	6.58069e-05
93	6.60831e-05
94	6.63628e-05
95	6.66461e-05
96	6.69331e-05
97	6.72237e-05
98	6.75182e-05
99	6.78165e-05
100	6.81187e-05
101	6.8425e-05
102	6.87354e-05
103	6.905e-05
104	6.93688e-05
105	6.96921e-05
106	7.00198e-05
107	7.03521e-05
108	7.06891e-05
109	7.10309e-05
110	7.13776e-05
111	7.17292e-05
112	7.2086e-05
113	7.2448e-05
114	7.28153e-05
115	7.31882e-05
116	7.35666e-05
117	7.39508e-05
118	7.43409e-05
119	7.4737e-05
120	7.51393e-05
121	7.55479e-05
122	7.5963e-05
123	7.63848e-05
124	7.68134e-05
125	7.7249e-05
126	7.76917e-05
127	7.81419e-05
128	7.85996e-05
129	7.90651e-05
130	7.95386e-05
131	8.00203e-05
132	8.05105e-05
133	8.10093e-05
134	8.1517e-05
135	8.20339e-05
136	8.25602e-05
137	8.30963e-05
138	8.36423e-05
139	8.41987e-05
140	8.47657e-05
141	8.53436e-05
142	8.59327e-05
143	8.65335e-05
144	8.71463e-05
145	8.77715e-05
146	8.84095e-05
147	8.90606e-05
148	8.97254e-05
149	9.04042e-05
150	9.10977e-05
151	9.18061e-05
152	9.25302e-05
153	9.32704e-05
154	9.40273e-05
155	9.48015e-05
156	9.55937e-05
157	9.64044e-05
158	9.72344e-05
159	9.80845e-05
160	9.89554e-05
161	9.98479e-05
162	0.000100763
163	0.000101701
164	0.000102664
165	0.000103652
166	0.000104666
167	0.000105708
168	0.000106778
169	0.000107879
170	0.00010901
171	0.000110175
172	0.000111373
173	0.000112607
174	0.000113879
175	0.000115189
176	0.000116541
177	0.000117936
178	0.000119376
179	0.000120864
180	0.000122401
181	0.000123991
182	0.000125637
183	0.000127341
184	0.000129107
185	0.000130939
186	0.000132839
187	0.000134812
188	0.000136863
189	0.000138995
190	0.000141215
191	0.000143527
192	0.000145938
193	0.000148454
194	0.000151083
195	0.00015383
196	0.000156706
197	0.000159719
198	0.000162879
199	0.000166197
200	0.000169684
201	0.000173354
202	0.000177222
203	0.000181302
204	0.000185613
205	0.000190173
206	0.000195004
207	0.000200129
208	0.000205575
209	0.00021137
210	0.000217548
211	0.000224143
212	0.000231195
213	0.000238751
214	0.000246858
215	0.000255573
216	0.000264958
217	0.000275083
218	0.000286024
219	0.000297868
220	0.000310711
221	0.00032466
222	0.000339832
223	0.000356358
224	0.000374382
225	0.000394057
226	0.000415555
227	0.000439054
228	0.000464748
229	0.000492839
230	0.000523533
231	0.000557043
232	0.000593578
233	0.000633341
234	0.000676521
235	0.000723292
236	0.0007738
237	0.000828162
238	0.000886461
239	0.00094874
240	0.001015
241	0.00108522
242	0.0011593
243	0.00123714
244	0.00131859
245	0.00140347
246	0.00149158
247	0.00158268
248	0.00167654
249	0.0017729
250	0.00187149
251	0.00197204
252	0.00207425
253	0.00217787
